Sunland RV Resort Emerald Desert,,,,,,,,,,,
Void Reasons,,,,,,,,,,,
Date: From 1 Oct 2019 to 31 Dec 2019,,,,,,,,,,,
,,,,,,,,,,,
,Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,,Amount
,Sunland RV Resort Emerald Desert,395923,16487014,237533,28-Oct-19,Void: 06-ED Complimentary - (28-Oct-19),Incorrect Entry,ACTIVITIES,Jenn,,0
,Sunland RV Resort Emerald Desert,394185,16493877,236292,28-Oct-19,Void: ED-610: 02-ED Weekly Rate - (28-Oct-19),Incorrect Entry,Lot-Weekly,Jenn,,93
,Sunland RV Resort Emerald Desert,394185,16493860,236292,28-Oct-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Jenn,,10.23
,Sunland RV Resort Emerald Desert,388539,16271606,230680,28-Oct-19,Void: ED-168: 02-ED Weekly Rate - (28-Oct-19),Incorrect Entry,Lot-Weekly,Jenn,,61
,Sunland RV Resort Emerald Desert,388539,16271607,230680,28-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,394813,16430545,236735,28-Oct-19,Void: 06-ED Complimentary - (28-Oct-19),Incorrect Entry,ACTIVITIES,Jenn,,0
,Sunland RV Resort Emerald Desert,391852,16405909,234600,28-Oct-19,Void: 07-ED Parking/Storage - (28-Oct-19),Incorrect Entry,PARKING,Jenn,,0
,Sunland RV Resort Emerald Desert,394434,16493594,236478,28-Oct-19,Void: 07-ED Parking/Storage - (28-Oct-19),Incorrect Entry,PARKING,Jenn,,0
,Sunland RV Resort Emerald Desert,391853,16406015,234601,28-Oct-19,Void: 07-ED Parking/Storage - (28-Oct-19),Incorrect Entry,PARKING,Jenn,,0
,Sunland RV Resort Emerald Desert,394434,16415350,236478,28-Oct-19,Void: 07-ED Parking/Storage - (28-Oct-19),Incorrect Entry,PARKING,Jenn,,0
,Sunland RV Resort Emerald Desert,384766,16417497,227793,28-Oct-19,Void: 07-ED Parking/Storage - (28-Oct-19),Incorrect Entry,PARKING,Jenn,,0
,Sunland RV Resort Emerald Desert,386082,16160059,228814,28-Oct-19,Void: 01-ED Daily Charge - (28-Oct-19),Cancelled Reservation,Lot-Daily,Lindsay,,81
,Sunland RV Resort Emerald Desert,385089,16508986,228034,28-Oct-19,Void: Laundry,Incorrect Entry,LAUNDRY,NBalch,,20
